New URI	title syriaca-headword.en	title syriaca-headword.Edition 1.syr	title syriaca-headword.syr	title.Edition 1.syr	title syriaca-headword.grc	title.grc	title.la	author ref.Source 1	author role.Source 1	editor ref.Source 1	editor role.Source 1	note incipit.Edition 1.syr	note incipit.Version 1.grc	note incipit.Translation 1.en	note excerpt.Edition 1.syr	note excerpt.Version 1.grc	note excerpt.Translation 1.en	note explicit.Edition 1.syr	note explicit.Version 1.grc	note explicit.Translation 1.en	title final-rubric.Edition 1.syr	Edition 1	citedRange entry.Edition 1	bibl-note.Edition 1	witnesses.Edition 1	Translation 1	citedRange entry.Translation 1	lang.Translation 1	Edition 2	Edition 3	cItedRange entry.EdItIon 2	bibl-note.Edition 2	Translation 2	cItedRange entry.TranslatIon 2	lang.Translation 2	Translation 3	citedRange pp. Translation 3	lang.Translation 3	Version 1	citedRange pp.Version 1	lang.Version 1	Version 2	citedRange pp.Version 2	lang.Version 2	Version 3	citedRange pp.Version 3	lang.Version 3	Source 1	citedRange pp.Source 1	date.Source 1.en	date when.Source 1	date notBefore.Source 1	date notAfter.Source 1	title.Source 2.syr	Source 2	citedRange pp.Source 2	bibl ana	extent.en	note abstract.en		relation dcterms---isPartOf	relation dcterms---isPartOf						relation dcterms---isPartOf					relation skos---broadMatch	relation possibly-identical	idno URI	idno URI	ReferenceWork 1	citedRange vol.ReferenceWork 1	citedRange pp.ReferenceWork 1	citedRange entry.ReferenceWork 1	note note.en
3008	To Alypius							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		X.1		http://syriaca.org/bibl/669	X.1	en													http://syriaca.org/bibl/669	427	490-512		0490	0512						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.257, and in the Sixth Book of the Select Letters as X.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.257]		3.257	3	III	257	http://syriaca.org/work/10543	http://syriaca.org/work/10543[10.1]	10.1	10	X	1									
3009	To John the Tribune in the name of Leontius							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.1		http://syriaca.org/bibl/669	V.1	en													http://syriaca.org/bibl/669	275	489-508		0489	0508						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.2, and in the Sixth Book of the Select Letters as V.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.2]		4.2	4	IV	2	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.1]	5.1	5	V	1									
3010	To Theodore, a Byzantine Monk and Brother-in-law of the Prefects							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		X.5		http://syriaca.org/bibl/669	X.5	en													http://syriaca.org/bibl/669	442	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.18, and in the Sixth Book of the Select Letters as X.5.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.18]		4.18	4	IV	18	http://syriaca.org/work/10543	http://syriaca.org/work/10543[10.5]	10.5	10	X	5									
3011	To Theodore, Tribune and Notary							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		X.3		http://syriaca.org/bibl/669	X.3	en													http://syriaca.org/bibl/669	436	508-511		0508	0511						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, IV.89, and in the Sixth Book of the Select Letters as X.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.89]		4.89	4	IV	89	http://syriaca.org/work/10543	http://syriaca.org/work/10543[10.3]	10.3	10	X	3									
3012	To Solon, Bishop of Seleucia in Isauria							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.2		http://syriaca.org/bibl/668	I.2	en													http://syriaca.org/bibl/668	12	508-511		0508	0511						A letter of Severus of Antioch appearing as letter I.2 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as IV.105 and 106.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.105]	http://syriaca.org/work/10541[4.106]	4.105, 106	4	IV	105, 106	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.2]	1.2	1	I	2									
3013	To Jannia, Deaconess and Archimandritess							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.2		http://syriaca.org/bibl/669	VII.2	en													http://syriaca.org/bibl/669	368	489-512		0489	0512						A letter of Severus of Antioch appearing as letter VII.2 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as IV.118 and 121.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[4.118]	http://syriaca.org/work/10541[4.121]	4.118, 121	4	IV	118, 121	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.2]	7.2	7	VII	2									
3014	To Oecumenius the Count							http://syriaca.org/person/51														http://syriaca.org/bibl/670	1			http://syriaca.org/bibl/670	1	en																				http://syriaca.org/bibl/670	175	508-512		0508	0512						A letter of Severus of Antioch preserved without indication of whether or not it belongs to any of the ancient collections of the letters of Severus.																						Without number of book or letter
3015	To Isidore the Count							http://syriaca.org/person/51														http://syriaca.org/bibl/670	19, 62			http://syriaca.org/bibl/670	19	en																				http://syriaca.org/bibl/670	213	508-511(?)		0508	0511						A letter of Severus of Antioch preserved without indication of whether or not it belongs to any of the ancient collections of the letters of Severus.																						Without number of book or letter
3016	To Peter, Ammonius, and Olympiodorus							http://syriaca.org/person/51														http://syriaca.org/bibl/670	38			http://syriaca.org/bibl/670	38	en																				http://syriaca.org/bibl/670	294	513-516		0513	0516						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.10.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.10]		1.10	1	I	10															
3017	To Ammonius, Presbyter of Alexandria about the Mention of Peter Mongus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.2		http://syriaca.org/bibl/669	IV.2	en													http://syriaca.org/bibl/669	253	513-516		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.22, and in the Sixth Book of the Select Letters as IV.2.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.22]		1.22	1	I	22	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.2]	4.2	4	IV	2									
3018	To Dioscorus, Archbishop of Alexandria							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.3		http://syriaca.org/bibl/669	IV.3	en													http://syriaca.org/bibl/669	257	516	0516								A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.115, and in the Sixth Book of the Select Letters as IV.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.115]		1.115	1	I	115	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.3]	4.3	4	IV	3									
3019	To Bishop Eleusinius							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VI.1		http://syriaca.org/bibl/669	VI.1	en													http://syriaca.org/bibl/669	359	518	0518								A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.121, and in the Sixth Book of the Select Letters as VI.1.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.121]		1.121	1	I	121	http://syriaca.org/work/10543	http://syriaca.org/work/10543[6.1]	6.1	6	VI	1									
3020	To Archelaus, Reader of Tyre							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VI.2		http://syriaca.org/bibl/669	VI.2	en													http://syriaca.org/bibl/669	363	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, I.141, and in the Sixth Book of the Select Letters as VI.2.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.141]		1.141	1	I	141	http://syriaca.org/work/10543	http://syriaca.org/work/10543[6.2]	6.2	6	VI	2									
3021	To Zacharias of Pelusium							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.1		http://syriaca.org/bibl/669	IV.1	en													http://syriaca.org/bibl/669	249	513-518		0513	0518						A letter of Severus of Antioch appearing as letter IV.1 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as I.208 and 209.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[1.208]	http://syriaca.org/work/10541[1.209]	1.208, 209	1	I	208, 209	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.1]	4.1	4	IV	1									
3022	To Dionysius, Bishop of Tarsus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.4		http://syriaca.org/bibl/669	IV.4	en													http://syriaca.org/bibl/669	260	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.4, and in the Sixth Book of the Select Letters as IV.4.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.4]		2.4	2	II	4	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.4]	4.4	4	IV	4									
3023	To Cosmas, Archimandrite of the Monastery of Cyrus							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		IV.5		http://syriaca.org/bibl/669	IV.5	en													http://syriaca.org/bibl/669	261	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.16, and in the Sixth Book of the Select Letters as IV.5.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.16]		2.16	2	II	16	http://syriaca.org/work/10543	http://syriaca.org/work/10543[4.5]	4.5	4	IV	5									
3024	To Solon, Bishop of Isauria							http://syriaca.org/person/51														http://syriaca.org/bibl/671	96			http://syriaca.org/bibl/671	96	en																				http://syriaca.org/bibl/671	181	514-517		0514	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.22.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.22]		2.22	2	II	22															
3025	To Solon, Bishop of Seleucia in Isauria							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.3		http://syriaca.org/bibl/668	I.3	en													http://syriaca.org/bibl/668	16	513-517		0513	0517						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.24, and in the Sixth Book of the Select Letters as 1.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.24]		2.24	2	II	24	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.3]	1.3	1	I	3									
3026	To Solon, Bishop of Seleucia in Isauria							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.4		http://syriaca.org/bibl/668	I.4	en													http://syriaca.org/bibl/668	23	516-517		0516	0517						A letter of Severus of Antioch appearing as letter I.4 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection The Letters of Severus as II.42 and 50.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.42]	http://syriaca.org/work/10541[2.50]	2.42, 50	2	II	42, 50	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.4]	1.4	1	I	4									
3027	To Conon the Silentiary							http://syriaca.org/person/51														http://syriaca.org/bibl/671	78			http://syriaca.org/bibl/671	78	en																				http://syriaca.org/bibl/671	124	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.55.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[2.55]		2.55	2	II	55															
3028	To Peter, Bishop of Apamea							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.5		http://syriaca.org/bibl/668	I.5	en													http://syriaca.org/bibl/668	34	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.5, and in the Sixth Book of the Select Letters as I.5.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.5]		3.5	3	III	5	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.5]	1.5	1	I	5									
3029	To Valeriana, Deaconess and Archimandritess							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.1		http://syriaca.org/bibl/669	VII.1	en													http://syriaca.org/bibl/669	364	513-518		0513	0518						A letter of Severus of Antioch appearing as letter VII.1 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as III.10 and 15.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.10]	http://syriaca.org/work/10541[3.15]	3.10, 15	3	III	10, 15	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.1]	7.1	7	VII	1									
3030	To Simeon, Archimandrite of the Great Monastery							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		VII.3		http://syriaca.org/bibl/669	VII.3	en													http://syriaca.org/bibl/669	371	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.35, and in the Sixth Book of the Select Letters as VII.3.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.35]		3.35	3	III	35	http://syriaca.org/work/10543	http://syriaca.org/work/10543[7.3]	7.3	7	VII	3									
3031	To Bishop Nicias							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.6		http://syriaca.org/bibl/668	I.6	en													http://syriaca.org/bibl/668	38	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, II.171.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.171]		3.171	3	III	171	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.6]	1.6	1	I	6									
3032	To Castor, Bishop of Perga							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.7		http://syriaca.org/bibl/668	I.7	en													http://syriaca.org/bibl/668	39	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.232, and in the Sixth Book of the Select Letters as I.7.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.232]		3.232	3	III	232	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.7]	1.7	1	I	7									
3033	To duke Timostratus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.8		http://syriaca.org/bibl/668	I.8	en													http://syriaca.org/bibl/668	41	513-518		0513	0518						A letter of Severus of Antioch appearing as letter I.8 in The Sixth Book of the Select Letters. There it indicates that this letter comes from two letters in the large no-longer-extant collection, The Letters of Severus, as III.256 and 258.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.256]	http://syriaca.org/work/10541[3.258]	3.256, 258	3	III	256, 258	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.8]	1.8	1	I	8									
3034	To Biship Nicias							http://syriaca.org/person/51																					http://syriaca.org/bibl/667		V.2		http://syriaca.org/bibl/669	V.2	en													http://syriaca.org/bibl/669	282	513-518		0513	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.323, and in the Sixth Book of the Select Letters as V.2.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.323]		3.323	3	III	323	http://syriaca.org/work/10543	http://syriaca.org/work/10543[5.2]	5.2	5	V	2									
3035	To the archimandrite of monastery of Bassus							http://syriaca.org/person/51																					http://syriaca.org/bibl/666		I.11		http://syriaca.org/bibl/668	I.11	en													http://syriaca.org/bibl/668	47	514-518		0514	0518						A letter of Severus of Antioch appearing in the no-longer-extant large collection, The Letters of Severus, III.345, and in the Sixth Book of the Select Letters as I.11.	http://syriaca.org/work/10541	http://syriaca.org/work/10541[3.345]		3.345	3	III	345	http://syriaca.org/work/10543	http://syriaca.org/work/10543[1.11]	1.11	1	I	11									
